source;APs;original NL;original LTL;Spot LTL;lifted_LTL
navi.jsonl;"['""approach(flag)""', '""proceed_to(house)""']";at any time approach flag or whenever proceed_to house;"F ( ""approach(flag)"" ) | F ( ""proceed_to(house)"" )";"F""approach(flag)"" | F""proceed_to(house)""";Fap_0 | Fap_1
navi.jsonl;"['""venture_to(trash_can)""', '""go_to(flag)""']";venture_to trash can or at some time go_to flag;"""venture_to(trash_can)"" | F ( ""go_to(flag)"" )";"""venture_to(trash_can)"" | F""go_to(flag)""";ap_0 | Fap_1
navi.jsonl;"['""journey_by(house)""', '""collect(apple)""']";at some time collect apple until whenever journey_by house;"F ( ""collect(apple)"" ) U F ( ""journey_by(house)"" )";"F""collect(apple)"" U F""journey_by(house)""";Fap_1 U Fap_0
navi.jsonl;"['""reach(tree)""', '""get_hold(apple)""']";at some time reach tree or at some time get_hold apple;"F ( ""reach(tree)"" ) | F ( ""get_hold(apple)"" )";"F""reach(tree)"" | F""get_hold(apple)""";Fap_0 | Fap_1
navi.jsonl;"['""venture_to(flag)""', 'drop_by']";when drop_by , whenever venture_to flag;"""drop_by"" -> F ( ""venture_to(flag)"" )";"drop_by -> F""venture_to(flag)""";ap_1 -> Fap_0
navi.jsonl;"['""go_to(flag)""', '""seize(pear)""']";when possible go_to flag and at some time seize pear;"F ( ""go_to(flag)"" ) & F ( ""seize(pear)"" )";"F""go_to(flag)"" & F""seize(pear)""";Fap_0 & Fap_1
navi.jsonl;"['""venture_towards(house)""', '""venture_to(house)""']";venture_towards house or at some time venture_to house;"""venture_towards(house)"" | F ( ""venture_to(house)"" )";"""venture_towards(house)"" | F""venture_to(house)""";ap_0 | Fap_1
navi.jsonl;"['""grasp(orange)""', '""getting(pear)""']";grasp orange or whenever getting pear;"""grasp(orange)"" | F ( ""getting(pear)"" )";"""grasp(orange)"" | F""getting(pear)""";ap_0 | Fap_1
navi.jsonl;"['""go_to(house)""', '""show_yourself_near(house)""']";whenever go_to house or whenever show_yourself_near house;"F ( ""go_to(house)"" ) | F ( ""show_yourself_near(house)"" )";"F""go_to(house)"" | F""show_yourself_near(house)""";Fap_0 | Fap_1
navi.jsonl;"['""get_hold_of(orange)""', '""go_to(orange)""']";when possible get_hold_of orange and go_to orange;"F ( ""get_hold_of(orange)"" ) & ""go_to(orange)""";"""go_to(orange)"" & F""get_hold_of(orange)""";ap_1 & Fap_0
navi.jsonl;"['""take(pear)""', '""go_to(trash_bin)""']";take pear or whenever go_to trash bin;"""take(pear)"" | F ( ""go_to(trash_bin)"" )";"""take(pear)"" | F""go_to(trash_bin)""";ap_0 | Fap_1
navi.jsonl;"['""gather(pear)""', '""go_to(orange)""']";go_to orange until at some time gather pear;"""go_to(orange)"" U F ( ""gather(pear)"" )";"""go_to(orange)"" U F""gather(pear)""";ap_1 U Fap_0
navi.jsonl;"['""let_go(orange)""', '""hold_onto(orange)""']";never let_go orange or forever hold_onto orange;"G ( ! ( ""let_go(orange)"" ) ) | G ( ""hold_onto(orange)"" )";"G!""let_go(orange)"" | G""hold_onto(orange)""";G!ap_0 | Gap_1
navi.jsonl;"['""start_going_to(house)""', '""go_to(trashcan)""']";at some time start_going_to house or when possible go_to trashcan;"F ( ""start_going_to(house)"" ) | F ( ""go_to(trashcan)"" )";"F""start_going_to(house)"" | F""go_to(trashcan)""";Fap_0 | Fap_1
navi.jsonl;"['""approach(trash_can)""', '""keep(apple)""']";approach trash can and keep apple;"""approach(trash_can)"" & ""keep(apple)""";"""approach(trash_can)"" & ""keep(apple)""";ap_0 & ap_1
navi.jsonl;"['""approach(trash_can)""', '""snag(orange)""']";at any time snag orange or approach trash can;"F ( ""snag(orange)"" ) | ""approach(trash_can)""";"""approach(trash_can)"" | F""snag(orange)""";ap_0 | Fap_1
navi.jsonl;"['""go_to(pear)""', '""go_to(apple)""']";whenever go_to apple or repeatedly go_to pear;"F ( ""go_to(apple)"" ) | G ( F ( ""go_to(pear)"" ) )";"F""go_to(apple)"" | GF""go_to(pear)""";Fap_1 | GFap_0
navi.jsonl;"['""venture_towards(house)""', '""present_at(flag)""']";venture_towards house means that whenever present_at flag;"""venture_towards(house)"" -> F ( ""present_at(flag)"" )";"""venture_towards(house)"" -> F""present_at(flag)""";ap_0 -> Fap_1
navi.jsonl;"['""make_way(waste_basket)""', '""start_going_to(house)""']";at any time start_going_to house and when possible make_way waste basket;"F ( ""start_going_to(house)"" ) & F ( ""make_way(waste_basket)"" )";"F""start_going_to(house)"" & F""make_way(waste_basket)""";Fap_1 & Fap_0
navi.jsonl;"['""approach(flag)""', '""pass_by(house)""']";at some time pass_by house or at any time approach flag;"F ( ""pass_by(house)"" ) | F ( ""approach(flag)"" )";"F""pass_by(house)"" | F""approach(flag)""";Fap_1 | Fap_0
navi.jsonl;"['""go_by(flag)""', '""travel_to(tree)""']";travel_to tree until at any time go_by flag;"""travel_to(tree)"" U F ( ""go_by(flag)"" )";"""travel_to(tree)"" U F""go_by(flag)""";ap_1 U Fap_0
navi.jsonl;"['""obtain(orange)""', '""hold(pear)""']";hold pear and at some time obtain orange;"""hold(pear)"" & F ( ""obtain(orange)"" )";"""hold(pear)"" & F""obtain(orange)""";ap_1 & Fap_0
navi.jsonl;"['""go_to(waste_basket)""', '""grab(apple)""']";at some time grab apple or repeatedly go_to waste basket;"F ( ""grab(apple)"" ) | G ( F ( ""go_to(waste_basket)"" ) )";"F""grab(apple)"" | GF""go_to(waste_basket)""";Fap_1 | GFap_0
navi.jsonl;"['""clutch(orange)""', '""grip(apple)""']";at any time clutch orange or grip apple;"F ( ""clutch(orange)"" ) | ""grip(apple)""";"""grip(apple)"" | F""clutch(orange)""";ap_1 | Fap_0
navi.jsonl;"['""bring(pear)""', '""withhold(apple)""']";whenever withhold apple or at some time bring pear;"F ( ""withhold(apple)"" ) | F ( ""bring(pear)"" )";"F""withhold(apple)"" | F""bring(pear)""";Fap_1 | Fap_0
navi.jsonl;"['""set_out_to(house)""', '""be_at(flag)""']";at some time set_out_to house or at some time be_at flag;"F ( ""set_out_to(house)"" ) | F ( ""be_at(flag)"" )";"F""set_out_to(house)"" | F""be_at(flag)""";Fap_0 | Fap_1
navi.jsonl;"['""grab(tree)""', '""go_to(trashcan)""']";whenever go_to trashcan or repeatedly grab tree;"F ( ""go_to(trashcan)"" ) | G ( F ( ""grab(tree)"" ) )";"F""go_to(trashcan)"" | GF""grab(tree)""";Fap_1 | GFap_0
navi.jsonl;"['""reach(house)""', '""go_to(transh_can)""']";at any time go_to transh can and reach house;"F ( ""go_to(transh_can)"" ) & ""reach(house)""";"""reach(house)"" & F""go_to(transh_can)""";ap_0 & Fap_1
navi.jsonl;"['""put_in(bucket)""', '""move_to(flag)""']";at any time move_to flag or put_in bucket;"F ( ""move_to(flag)"" ) | ""put_in(bucket)""";"""put_in(bucket)"" | F""move_to(flag)""";ap_0 | Fap_1
navi.jsonl;"['""put_in(apple_bucket)""', '""reach(trash_can)""']";reach trash can or put_in apple bucket;"""reach(trash_can)"" | ""put_in(apple_bucket)""";"""put_in(apple_bucket)"" | ""reach(trash_can)""";ap_0 | ap_1
navi.jsonl;"['""grasp(apple)""', '""get_hold(apple)""']";when possible grasp apple or at some time get_hold apple;"F ( ""grasp(apple)"" ) | F ( ""get_hold(apple)"" )";"F""grasp(apple)"" | F""get_hold(apple)""";Fap_0 | Fap_1
navi.jsonl;"['""venture_towards(house)""', '""bring(pear)""']";whenever bring pear or venture_towards house;"F ( ""bring(pear)"" ) | ""venture_towards(house)""";"""venture_towards(house)"" | F""bring(pear)""";ap_0 | Fap_1
navi.jsonl;"['""let_go(orange)""', '""going_to(house)""']";never let_go orange until whenever going_to house;"G ( ! ( ""let_go(orange)"" ) ) U F ( ""going_to(house)"" )";"G!""let_go(orange)"" U F""going_to(house)""";G!ap_0 U Fap_1
navi.jsonl;"['""get_to(tree)""', '""go_to(trashcan)""']";get_to tree or at some time go_to trashcan;"""get_to(tree)"" | F ( ""go_to(trashcan)"" )";"""get_to(tree)"" | F""go_to(trashcan)""";ap_0 | Fap_1
navi.jsonl;"['""seize(orange)""', '""obtain(orange)""']";when possible seize orange and when possible obtain orange;"F ( ""seize(orange)"" ) & F ( ""obtain(orange)"" )";"F""seize(orange)"" & F""obtain(orange)""";Fap_0 & Fap_1
navi.jsonl;"['""journey_by(house)""', '""move_to(tree)""']";move_to tree until at any time journey_by house;"""move_to(tree)"" U F ( ""journey_by(house)"" )";"""move_to(tree)"" U F""journey_by(house)""";ap_1 U Fap_0
navi.jsonl;"['""approach(flag)""', '""seize(orange)""']";when possible seize orange or whenever approach flag;"F ( ""seize(orange)"" ) | F ( ""approach(flag)"" )";"F""seize(orange)"" | F""approach(flag)""";Fap_1 | Fap_0
navi.jsonl;"['""move_to(trash_can)""', '""go_near(flag)""']";when possible go_near flag and move_to trash can;"F ( ""go_near(flag)"" ) & ""move_to(trash_can)""";"""move_to(trash_can)"" & F""go_near(flag)""";ap_0 & Fap_1
navi.jsonl;"['""venture_towards(house)""', '""go_by(waste_bin)""']";venture_towards house or go_by waste bin;"""venture_towards(house)"" | ""go_by(waste_bin)""";"""go_by(waste_bin)"" | ""venture_towards(house)""";ap_1 | ap_0
navi.jsonl;"['""procure(orange)""', '""proceed_to(house)""']";if at any time proceed_to house , whenever procure orange;"F ( ""proceed_to(house)"" ) -> F ( ""procure(orange)"" )";"F""proceed_to(house)"" -> F""procure(orange)""";Fap_1 -> Fap_0
navi.jsonl;"['""venture(house)""', '""go_to(trash_bin)""']";whenever venture house until when possible go_to trash bin;"F ( ""venture(house)"" ) U F ( ""go_to(trash_bin)"" )";"F""venture(house)"" U F""go_to(trash_bin)""";Fap_0 U Fap_1
navi.jsonl;"['""move_to(tree)""', '""go_past(house)""']";whenever go_past house or move_to tree;"F ( ""go_past(house)"" ) | ""move_to(tree)""";"""move_to(tree)"" | F""go_past(house)""";ap_0 | Fap_1
navi.jsonl;"['""journey_by(flag)""', '""grab(tree)""']";repeatedly grab tree or at some time journey_by flag;"G ( F ( ""grab(tree)"" ) ) | F ( ""journey_by(flag)"" )";"GF""grab(tree)"" | F""journey_by(flag)""";GFap_1 | Fap_0
navi.jsonl;"['""approach(trash_can)""', '""advance_to(tree)""']";approach trash can or advance_to tree;"""approach(trash_can)"" | ""advance_to(tree)""";"""advance_to(tree)"" | ""approach(trash_can)""";ap_1 | ap_0
navi.jsonl;"['""get_hold(apple)""', '""get(orange)""']";at any time get orange or at some time get_hold apple;"F ( ""get(orange)"" ) | F ( ""get_hold(apple)"" )";"F""get(orange)"" | F""get_hold(apple)""";Fap_1 | Fap_0
navi.jsonl;"['""go_to(tree)""', '""venture(house)""']";when possible go_to tree or at some time venture house;"F ( ""go_to(tree)"" ) | F ( ""venture(house)"" )";"F""go_to(tree)"" | F""venture(house)""";Fap_0 | Fap_1
navi.jsonl;"['""withdraw(pear)""', '""come_to(tree)""']";if come_to tree , when possible withdraw pear;"""come_to(tree)"" -> F ( ""withdraw(pear)"" )";"""come_to(tree)"" -> F""withdraw(pear)""";ap_1 -> Fap_0
navi.jsonl;"['""travel_to(house)""', '""venture_to(waste_basket)""']";at some time travel_to house until at any time venture_to waste basket;"F ( ""travel_to(house)"" ) U F ( ""venture_to(waste_basket)"" )";"F""travel_to(house)"" U F""venture_to(waste_basket)""";Fap_0 U Fap_1
navi.jsonl;"['""make_your_way(flag)""', '""get_close(tree)""']";at some time make_your_way flag and at any time get_close tree;"F ( ""make_your_way(flag)"" ) & F ( ""get_close(tree)"" )";"F""make_your_way(flag)"" & F""get_close(tree)""";Fap_0 & Fap_1
navi.jsonl;"['""venture_to(flag)""', '""venture(house)""']";when possible venture_to flag or at any time venture house;"F ( ""venture_to(flag)"" ) | F ( ""venture(house)"" )";"F""venture_to(flag)"" | F""venture(house)""";Fap_0 | Fap_1
navi.jsonl;"['""travel_to(house)""', '""take_to(tree)""']";take_to tree until at any time travel_to house;"""take_to(tree)"" U F ( ""travel_to(house)"" )";"""take_to(tree)"" U F""travel_to(house)""";ap_1 U Fap_0
navi.jsonl;"['""venture_towards(house)""', '""go_by(waste_basket)""']";when possible go_by waste basket and venture_towards house;"F ( ""go_by(waste_basket)"" ) & ""venture_towards(house)""";"""venture_towards(house)"" & F""go_by(waste_basket)""";ap_0 & Fap_1
navi.jsonl;"['""make_to(flag)""', '""track_towards(tree)""']";if when possible make_to flag , at any time track_towards tree;"F ( ""make_to(flag)"" ) -> F ( ""track_towards(tree)"" )";"F""make_to(flag)"" -> F""track_towards(tree)""";Fap_0 -> Fap_1
navi.jsonl;"['""be_near(tree)""', 'drop_by']";drop_by and at some time be_near tree;"""drop_by"" & F ( ""be_near(tree)"" )";"drop_by & F""be_near(tree)""";ap_1 & Fap_0
navi.jsonl;"['""visit(trash_bin)""', '""have_in(orange)""']";forever have_in orange or at some time visit trash bin;"G ( ""have_in(orange)"" ) | F ( ""visit(trash_bin)"" )";"G""have_in(orange)"" | F""visit(trash_bin)""";Gap_1 | Fap_0
navi.jsonl;"['""drop(apple)""', '""present_at(flag)""']";never drop apple or at any time present_at flag;"G ( ! ( ""drop(apple)"" ) ) | F ( ""present_at(flag)"" )";"G!""drop(apple)"" | F""present_at(flag)""";G!ap_0 | Fap_1
navi.jsonl;"['""advance_to(house)""', '""take_to(trash_can)""']";take_to trash can and at any time advance_to house;"""take_to(trash_can)"" & F ( ""advance_to(house)"" )";"""take_to(trash_can)"" & F""advance_to(house)""";ap_1 & Fap_0
navi.jsonl;"['""present_at(flag)""']";whenever present_at flag and at any time present_at flag;"F ( ""present_at(flag)"" ) & F ( ""present_at(flag)"" )";"F""present_at(flag)""";Fap_0
navi.jsonl;"['""lay_hold_of(apple)""', '""get_to(flag)""']";when possible lay_hold_of apple and at any time get_to flag;"F ( ""lay_hold_of(apple)"" ) & F ( ""get_to(flag)"" )";"F""lay_hold_of(apple)"" & F""get_to(flag)""";Fap_0 & Fap_1
navi.jsonl;"['""get_hold_of(orange)""', '""scoop_up(pear)""']";at some time scoop_up pear and at any time get_hold_of orange;"F ( ""scoop_up(pear)"" ) & F ( ""get_hold_of(orange)"" )";"F""scoop_up(pear)"" & F""get_hold_of(orange)""";Fap_1 & Fap_0
navi.jsonl;"['""gather(pear)""', '""take_possession_of(bear)""']";when possible take_possession_of bear or when possible gather pear;"F ( ""take_possession_of(bear)"" ) | F ( ""gather(pear)"" )";"F""take_possession_of(bear)"" | F""gather(pear)""";Fap_1 | Fap_0
navi.jsonl;"['""procure(orange)""', '""haul(pear)""']";when possible procure orange and whenever haul pear;"F ( ""procure(orange)"" ) & F ( ""haul(pear)"" )";"F""procure(orange)"" & F""haul(pear)""";Fap_0 & Fap_1
navi.jsonl;"['""journey_by(house)""', '""travel_by(tree)""']";at some time journey_by house and at any time travel_by tree;"F ( ""journey_by(house)"" ) & F ( ""travel_by(tree)"" )";"F""journey_by(house)"" & F""travel_by(tree)""";Fap_0 & Fap_1
navi.jsonl;"['""reach(tree)""', '""pick_up(orange)""']";when possible reach tree or pick_up orange;"F ( ""reach(tree)"" ) | ""pick_up(orange)""";"""pick_up(orange)"" | F""reach(tree)""";ap_1 | Fap_0
navi.jsonl;"['""withhold(apple)""', '""secure(apple)""']";at some time withhold apple until secure apple;"F ( ""withhold(apple)"" ) U ""secure(apple)""";"F""withhold(apple)"" U ""secure(apple)""";Fap_0 U ap_1
navi.jsonl;"['""be_at(house)""', '""stop_by(flag)""']";stop_by flag or when possible be_at house;"""stop_by(flag)"" | F ( ""be_at(house)"" )";"""stop_by(flag)"" | F""be_at(house)""";ap_1 | Fap_0
navi.jsonl;"['""hold(pear)""', '""scoop_up(apple)""']";hold pear or when possible scoop_up apple;"""hold(pear)"" | F ( ""scoop_up(apple)"" )";"""hold(pear)"" | F""scoop_up(apple)""";ap_0 | Fap_1
navi.jsonl;"['""go_visit(house)""', '""reach(trash_can)""']";reach trash can can infer that whenever go_visit house;"""reach(trash_can)"" -> F ( ""go_visit(house)"" )";"""reach(trash_can)"" -> F""go_visit(house)""";ap_1 -> Fap_0
navi.jsonl;"['""let_go(pear)""', '""travel_by(tree)""']";do not let_go pear and at any time travel_by tree;"! ( ""let_go(pear)"" ) & F ( ""travel_by(tree)"" )";"!""let_go(pear)"" & F""travel_by(tree)""";!ap_0 & Fap_1
navi.jsonl;"['""withhold(apple)""']";when possible withhold apple and at some time withhold apple;"F ( ""withhold(apple)"" ) & F ( ""withhold(apple)"" )";"F""withhold(apple)""";Fap_0
navi.jsonl;"['""drop(orange)""', '""approach(flag)""']";never drop orange and at some time approach flag;"G ( ! ( ""drop(orange)"" ) ) & F ( ""approach(flag)"" )";"G!""drop(orange)"" & F""approach(flag)""";G!ap_0 & Fap_1
navi.jsonl;"['""drop(orange)""', '""reach(tree)""']";never drop orange or when possible reach tree;"G ( ! ( ""drop(orange)"" ) ) | F ( ""reach(tree)"" )";"G!""drop(orange)"" | F""reach(tree)""";G!ap_0 | Fap_1
navi.jsonl;"['""put_in(bucket)""', '""pick_up(apple)""']";at any time pick_up apple or put_in bucket;"F ( ""pick_up(apple)"" ) | ""put_in(bucket)""";"""put_in(bucket)"" | F""pick_up(apple)""";ap_0 | Fap_1
navi.jsonl;"['""migrate_to(tree)""', 'stay']";forever stay and whenever migrate_to tree;"G ( ""stay"" ) & F ( ""migrate_to(tree)"" )";"Gstay & F""migrate_to(tree)""";Gap_1 & Fap_0
navi.jsonl;"['""migrate_to(tree)""', '""have(pear)""']";whenever migrate_to tree or at some time have pear;"F ( ""migrate_to(tree)"" ) | F ( ""have(pear)"" )";"F""migrate_to(tree)"" | F""have(pear)""";Fap_0 | Fap_1
navi.jsonl;"['""pick_up(orange)""', '""visit(house)""']";at some time visit house and pick_up orange;"F ( ""visit(house)"" ) & ""pick_up(orange)""";"""pick_up(orange)"" & F""visit(house)""";ap_0 & Fap_1
navi.jsonl;"['""put_in(bucket)""', '""hold_onto(orange)""']";put_in bucket or always hold_onto orange;"""put_in(bucket)"" | G ( ""hold_onto(orange)"" )";"""put_in(bucket)"" | G""hold_onto(orange)""";ap_0 | Gap_1
navi.jsonl;"['""travel_to(house)""', '""let_go(orange)""']";never let_go orange or when possible travel_to house;"G ( ! ( ""let_go(orange)"" ) ) | F ( ""travel_to(house)"" )";"G!""let_go(orange)"" | F""travel_to(house)""";G!ap_1 | Fap_0
navi.jsonl;"['""pick_up(flag)""', '""collect(orange)""']";at some time collect orange or pick_up flag;"F ( ""collect(orange)"" ) | ""pick_up(flag)""";"""pick_up(flag)"" | F""collect(orange)""";ap_0 | Fap_1
navi.jsonl;"['""take_to(trashcan)""']";take_to trashcan and take_to trashcan;"""take_to(trashcan)"" & ""take_to(trashcan)""";"""take_to(trashcan)""";ap_0
navi.jsonl;"['""go_to(tree)""', '""get_close(tree)""']";when possible get_close tree and whenever go_to tree;"F ( ""get_close(tree)"" ) & F ( ""go_to(tree)"" )";"F""get_close(tree)"" & F""go_to(tree)""";Fap_1 & Fap_0
navi.jsonl;"['""spend_time_at(tree)""', '""track_towards(tree)""']";at some time track_towards tree or at some time spend_time_at tree;"F ( ""track_towards(tree)"" ) | F ( ""spend_time_at(tree)"" )";"F""track_towards(tree)"" | F""spend_time_at(tree)""";Fap_1 | Fap_0
navi.jsonl;"['""let_go(orange)""', '""show_yourself_near(house)""']";never let_go orange and at any time show_yourself_near house;"G ( ! ( ""let_go(orange)"" ) ) & F ( ""show_yourself_near(house)"" )";"G!""let_go(orange)"" & F""show_yourself_near(house)""";G!ap_0 & Fap_1
navi.jsonl;"['""go_by(tree)""', '""acquire(orange)""']";when possible go_by tree or acquire orange;"F ( ""go_by(tree)"" ) | ""acquire(orange)""";"""acquire(orange)"" | F""go_by(tree)""";ap_1 | Fap_0
navi.jsonl;"['""pick_up(flag)""', '""move_towards(trash_can)""']";move_towards trash can until pick_up flag;"""move_towards(trash_can)"" U ""pick_up(flag)""";"""move_towards(trash_can)"" U ""pick_up(flag)""";ap_1 U ap_0
navi.jsonl;"['""contact(flag)""', '""collect(pear)""']";collect pear or at any time contact flag;"""collect(pear)"" | F ( ""contact(flag)"" )";"""collect(pear)"" | F""contact(flag)""";ap_1 | Fap_0
navi.jsonl;"['""make_to(flag)""', '""start_going_to(house)""']";whenever make_to flag or whenever start_going_to house;"F ( ""make_to(flag)"" ) | F ( ""start_going_to(house)"" )";"F""make_to(flag)"" | F""start_going_to(house)""";Fap_0 | Fap_1
navi.jsonl;"['moving', '""clutch(orange)""']";forever moving or at some time clutch orange;"G ( ""moving"" ) | F ( ""clutch(orange)"" )";"Gmoving | F""clutch(orange)""";Gap_0 | Fap_1
navi.jsonl;"['""go_to(house)""', '""venture(house)""']";when possible go_to house and at some time venture house;"F ( ""go_to(house)"" ) & F ( ""venture(house)"" )";"F""go_to(house)"" & F""venture(house)""";Fap_0 & Fap_1
