NL;LTL;APs;lifted_lifted;source
Ensure you transport box 1 from store 6 to house 9, and afterward, go to intersection 5 and stay there indefinitely;F(store_6 & F(p_box_1 & F(house_9 & pd))) & F(intersection_5 & Gintersection_5);['pd', 'store_6', 'house_9', 'intersection_5', 'p_box_1'];F(prop & F(prop & F(prop & prop))) & F(prop & Gprop);ConformalNL2LTL
Deliver box 1 from store 6 to house 9 and then go to intersection 5 and stay there;F(store_6 & F(p_box_1 & F(house_9 & pd))) & F(intersection_5 & Gintersection_5);['pd', 'store_6', 'house_9', 'intersection_5', 'p_box_1'];F(prop & F(prop & F(prop & prop))) & F(prop & Gprop);ConformalNL2LTL
Retrieve tin can 4 from table 4, place it in trash can 5, and ensure you never enter hallway 2;F(table_4 & F(p_tin_can_4 & F(pd & trash_can_5))) & G!hallway_2;['pd', 'table_4', 'p_tin_can_4', 'trash_can_5', 'hallway_2'];F(prop & F(prop & F(prop & prop))) & G!prop;ConformalNL2LTL
Go to store 3 to get package 2 and deliver it to house 2, ensuring you do not enter mall 1;F(store_3 & F(p_package_2 & F(house_2 & pd))) & G!mall_1;['pd', 'house_2', 'store_3', 'p_package_2', 'mall_1'];F(prop & F(prop & F(prop & prop))) & G!prop;ConformalNL2LTL
Collect tin can 4 from table 4, move it to trash can 5, while always staying out of hallway 2;F(table_4 & F(p_tin_can_4 & F(pd & trash_can_5))) & G!hallway_2;['pd', 'table_4', 'p_tin_can_4', 'trash_can_5', 'hallway_2'];F(prop & F(prop & F(prop & prop))) & G!prop;ConformalNL2LTL
Pick up tin can 4 from table 4 and put it in trash can 5 without entering hallway 2;F(table_4 & F(p_tin_can_4 & F(pd & trash_can_5))) & G!hallway_2;['pd', 'table_4', 'p_tin_can_4', 'trash_can_5', 'hallway_2'];F(prop & F(prop & F(prop & prop))) & G!prop;ConformalNL2LTL
Pick up cone 2 from police station 1 and place it in intersection 2 without ever going to park 3.;F(police_station_1 & F(p_cone_2 & F(intersection_2 & pd))) & G!park_3;['pd', 'park_3', 'p_cone_2', 'police_station_1', 'intersection_2'];F(prop & F(prop & F(prop & prop))) & G!prop;ConformalNL2LTL
Pick up package 2 from store 3, take it to house 2, while avoiding mall 1 completely;F(store_3 & F(p_package_2 & F(house_2 & pd))) & G!mall_1;['pd', 'house_2', 'store_3', 'p_package_2', 'mall_1'];F(prop & F(prop & F(prop & prop))) & G!prop;ConformalNL2LTL
Pick up tin can 4 from table 4, deliver it to trash can 5, and avoid going into hallway 2;F(table_4 & F(p_tin_can_4 & F(pd & trash_can_5))) & G!hallway_2;['pd', 'table_4', 'p_tin_can_4', 'trash_can_5', 'hallway_2'];F(prop & F(prop & F(prop & prop))) & G!prop;ConformalNL2LTL
Get package 2 from store 3 and take it to house 2 but do not enter mall 1;F(store_3 & F(p_package_2 & F(house_2 & pd))) & G!mall_1;['pd', 'house_2', 'store_3', 'p_package_2', 'mall_1'];F(prop & F(prop & F(prop & prop))) & G!prop;ConformalNL2LTL
Take tin can 4 from table 4, deposit it in trash can 5, and ensure you do not enter hallway 2;F(table_4 & F(p_tin_can_4 & F(pd & trash_can_5))) & G!hallway_2;['pd', 'table_4', 'p_tin_can_4', 'trash_can_5', 'hallway_2'];F(prop & F(prop & F(prop & prop))) & G!prop;ConformalNL2LTL
Collect package 2 from store 3 and take it to house 2 without entering mall 1;F(store_3 & F(p_package_2 & F(house_2 & pd))) & G!mall_1;['pd', 'house_2', 'store_3', 'p_package_2', 'mall_1'];F(prop & F(prop & F(prop & prop))) & G!prop;ConformalNL2LTL
Retrieve package 2 from store 3, deliver it to house 2, and never go into mall 1;F(store_3 & F(p_package_2 & F(house_2 & pd))) & G!mall_1;['pd', 'house_2', 'store_3', 'p_package_2', 'mall_1'];F(prop & F(prop & F(prop & prop))) & G!prop;ConformalNL2LTL
Go to street 5 and then go to building 2 and stay there;F(street_5 & F(building_2 & Gbuilding_2));['street_5', 'building_2'];F(prop & F(prop & Gprop));ConformalNL2LTL
Release any item in your possession and head to park 4, staying there permanently;F(pd & F(park_4 & Gpark_4));['pd', 'park_4'];F(prop & F(prop & Gprop));ConformalNL2LTL
Drop whatever you are holding and go to park 4 to remain there permanently;F(pd & F(park_4 & Gpark_4));['pd', 'park_4'];F(prop & F(prop & Gprop));ConformalNL2LTL
Put down your current item and proceed to park 4, stay there indefinitely;F(pd & F(park_4 & Gpark_4));['pd', 'park_4'];F(prop & F(prop & Gprop));ConformalNL2LTL
First go to street 5, then proceed to building 2 and stay there;F(street_5 & F(building_2 & Gbuilding_2));['street_5', 'building_2'];F(prop & F(prop & Gprop));ConformalNL2LTL
Put down what you have and go to park 4 and stay there;F(pd & F(park_4 & Gpark_4));['pd', 'park_4'];F(prop & F(prop & Gprop));ConformalNL2LTL
Visit street 5 and afterward go to building 2 and remain there indefinitely;F(street_5 & F(building_2 & Gbuilding_2));['street_5', 'building_2'];F(prop & F(prop & Gprop));ConformalNL2LTL
Reach garage 4 before going to building 3 and stay there indefinitely;F(garage_4 & F(building_3 & Gbuilding_3));['building_3', 'garage_4'];F(prop & F(prop & Gprop));ConformalNL2LTL
Go to street 5 before heading to building 2 and staying there forever.;F(street_5 & F(building_2 & Gbuilding_2));['street_5', 'building_2'];F(prop & F(prop & Gprop));ConformalNL2LTL
Ensure you put down your held item and then go to park 4, where you stay forever;F(pd & F(park_4 & Gpark_4));['pd', 'park_4'];F(prop & F(prop & Gprop));ConformalNL2LTL
Reach street 5, and after that, go to building 2 and stay permanently;F(street_5 & F(building_2 & Gbuilding_2));['street_5', 'building_2'];F(prop & F(prop & Gprop));ConformalNL2LTL
Pick up crate 4 and take it to park 1 and stay there;F(p_crate_4 & F(park_1 & pd & Gpark_1));['p_crate_4', 'pd', 'park_1'];F(prop & F(prop & prop & Gprop));ConformalNL2LTL
Eventually (pick up crate 4, and after that, go to park 1, deliver the crate, and remain in park 1 indefinitely);F(p_crate_4 & F(park_1 & pd & Gpark_1));['p_crate_4', 'pd', 'park_1'];F(prop & F(prop & prop & Gprop));ConformalNL2LTL
Eventually, (pick up crate 4 and afterward go to park 1 and deliver it and remain in park 1 permanently);F(p_crate_4 & F(park_1 & pd & Gpark_1));['p_crate_4', 'pd', 'park_1'];F(prop & F(prop & prop & Gprop));ConformalNL2LTL
Eventually pick up crate 4 and then go to park 1 and then put down and remain in park 1;F(p_crate_4 & F(park_1 & pd & Gpark_1));['p_crate_4', 'pd', 'park_1'];F(prop & F(prop & prop & Gprop));ConformalNL2LTL
Eventually (pick up crate 4 and eventually go to park 1 and put down the crate 4 and stay in park 1);F(p_crate_4 & F(park_1 & pd & Gpark_1));['p_crate_4', 'pd', 'park_1'];F(prop & F(prop & prop & Gprop));ConformalNL2LTL
Pick up luggage 2 and move it to room 402;F(p_luggage_2 & F(pd & room_402));['pd', 'p_luggage_2', 'room_402'];F(prop & F(prop & prop));ConformalNL2LTL
Reach park 7 and photograph monument 4;F(park_7 & F(monument_4 & photo));['photo', 'park_7', 'monument_4'];F(prop & F(prop & prop));ConformalNL2LTL
First go to park 7 and after that take a picture of monument 4;F(park_7 & F(monument_4 & photo));['photo', 'park_7', 'monument_4'];F(prop & F(prop & prop));ConformalNL2LTL
Take a picture of statue 2, but only after reaching park 5;F(park_5 & F(photo & statue_2));['photo', 'park_5', 'statue_2'];F(prop & F(prop & prop));ConformalNL2LTL
Visit park 5 first and then take a photo of monument 3;F(park_5 & F(monument_3 & photo));['photo', 'park_5', 'monument_3'];F(prop & F(prop & prop));ConformalNL2LTL
Go to park 5 and then take a picture of monument 3;F(park_5 & F(monument_3 & photo));['photo', 'park_5', 'monument_3'];F(prop & F(prop & prop));ConformalNL2LTL
Ensure you go to park 5 and afterward take a picture of monument 3;F(park_5 & F(monument_3 & photo));['photo', 'park_5', 'monument_3'];F(prop & F(prop & prop));ConformalNL2LTL
Pick up luggage 2 and take it to room 402;F(p_luggage_2 & F(pd & room_402));['pd', 'p_luggage_2', 'room_402'];F(prop & F(prop & prop));ConformalNL2LTL
Start by reaching park 5, and then proceed to take a photo of monument 3;F(park_5 & F(monument_3 & photo));['photo', 'park_5', 'monument_3'];F(prop & F(prop & prop));ConformalNL2LTL
Go to pick up luggage 2 and place it in room 402;F(p_luggage_2 & F(pd & room_402));['pd', 'p_luggage_2', 'room_402'];F(prop & F(prop & prop));ConformalNL2LTL
Retrieve luggage 2 and deliver it to room 402;F(p_luggage_2 & F(pd & room_402));['pd', 'p_luggage_2', 'room_402'];F(prop & F(prop & prop));ConformalNL2LTL
Ensure you go to park 7 and then capture a photo of monument 4;F(park_7 & F(monument_4 & photo));['photo', 'park_7', 'monument_4'];F(prop & F(prop & prop));ConformalNL2LTL
Put down anything you hold and go to parking lot 2;F(pd & Fparking_lot_2);['pd', 'parking_lot_2'];F(prop & Fprop);ConformalNL2LTL
Ensure you go to street 5 before heading to house 4;F(street_5 & Fhouse_4);['street_5', 'house_4'];F(prop & Fprop);ConformalNL2LTL
Drop any item you have and move to parking lot 2;F(pd & Fparking_lot_2);['pd', 'parking_lot_2'];F(prop & Fprop);ConformalNL2LTL
Put down whatever you are carrying and head to parking lot 2;F(pd & Fparking_lot_2);['pd', 'parking_lot_2'];F(prop & Fprop);ConformalNL2LTL
Release anything you are holding and proceed to parking lot 2;F(pd & Fparking_lot_2);['pd', 'parking_lot_2'];F(prop & Fprop);ConformalNL2LTL
Ensure you put down any held object before going to parking lot 2.;F(pd & Fparking_lot_2);['pd', 'parking_lot_2'];F(prop & Fprop);ConformalNL2LTL
Visit street 5 first, and then proceed to house 4;F(street_5 & Fhouse_4);['street_5', 'house_4'];F(prop & Fprop);ConformalNL2LTL
Reach street 5, and after that, go to house 4;F(street_5 & Fhouse_4);['street_5', 'house_4'];F(prop & Fprop);ConformalNL2LTL
Go to street 5 and then make your way to house 4;F(street_5 & Fhouse_4);['street_5', 'house_4'];F(prop & Fprop);ConformalNL2LTL
Go to street 5 and then go to house 4;F(street_5 & Fhouse_4);['street_5', 'house_4'];F(prop & Fprop);ConformalNL2LTL
Take a picture of monument 3 and then proceed to pathway 8 and remain there;F(monument_3 & photo & F(pathway_8 & Gpathway_8));['photo', 'monument_3', 'pathway_8'];F(prop & prop & F(prop & Gprop));ConformalNL2LTL
Photograph statue 6 and then move to bench 4, staying there continuously;F(photo & statue_6 & F(bench_4 & Gbench_4));['photo', 'statue_6', 'bench_4'];F(prop & prop & F(prop & Gprop));ConformalNL2LTL
Take a picture of monument 3 and then go to pathway 8 and stay there;F(monument_3 & photo & F(pathway_8 & Gpathway_8));['photo', 'monument_3', 'pathway_8'];F(prop & prop & F(prop & Gprop));ConformalNL2LTL
Take a picture of building 4 and then go to parking lot 2 and stay there;F(building_4 & photo & F(parking_lot_2 & Gparking_lot_2));['photo', 'parking_lot_2', 'building_4'];F(prop & prop & F(prop & Gprop));ConformalNL2LTL
Ensure you photograph monument 3 and afterward proceed to pathway 8 and stay there;F(monument_3 & photo & F(pathway_8 & Gpathway_8));['photo', 'monument_3', 'pathway_8'];F(prop & prop & F(prop & Gprop));ConformalNL2LTL
Take a picture of building 4 then reach parking lot 2 and stay there indefinitely;F(building_4 & photo & F(parking_lot_2 & Gparking_lot_2));['photo', 'parking_lot_2', 'building_4'];F(prop & prop & F(prop & Gprop));ConformalNL2LTL
Take a picture of building 4, then go to parking lot 2 and remain there permanently;F(building_4 & photo & F(parking_lot_2 & Gparking_lot_2));['photo', 'parking_lot_2', 'building_4'];F(prop & prop & F(prop & Gprop));ConformalNL2LTL
Take a picture of statue 6, then go to bench 4 and remain there;F(photo & statue_6 & F(bench_4 & Gbench_4));['photo', 'statue_6', 'bench_4'];F(prop & prop & F(prop & Gprop));ConformalNL2LTL
take a picture of monument 3 and then ensure you reach pathway 8 and stay there indefinitely;F(monument_3 & photo & F(pathway_8 & Gpathway_8));['photo', 'monument_3', 'pathway_8'];F(prop & prop & F(prop & Gprop));ConformalNL2LTL
Photograph arch 2, and then go to park 8, staying there continuously;F(arch_2 & photo & F(park_8 & Gpark_8));['park_8', 'photo', 'arch_2'];F(prop & prop & F(prop & Gprop));ConformalNL2LTL
Take a picture of arch 2 and then make sure to go to park 8 and stay there indefinitely;F(arch_2 & photo & F(park_8 & Gpark_8));['park_8', 'photo', 'arch_2'];F(prop & prop & F(prop & Gprop));ConformalNL2LTL
Capture a photo of monument 3 and then go to pathway 8 and staying there continuously;F(monument_3 & photo & F(pathway_8 & Gpathway_8));['photo', 'monument_3', 'pathway_8'];F(prop & prop & F(prop & Gprop));ConformalNL2LTL
Go to landmark 9 and take a picture and stay there;F(landmark_9 & photo & Glandmark_9);['photo', 'landmark_9'];F(prop & prop & Gprop);ConformalNL2LTL
Go to bench 4, take a picture, and stay there;F(bench_4 & photo & Gbench_4);['photo', 'bench_4'];F(prop & prop & Gprop);ConformalNL2LTL
Eventually (Take a photo of monument 12 and also stay at monument 12 forever);F(monument_12 & photo & Gmonument_12);['photo', 'monument_12'];F(prop & prop & Gprop);ConformalNL2LTL
Take a picture of monument 12 and then stay there;F(monument_12 & photo & Gmonument_12);['photo', 'monument_12'];F(prop & prop & Gprop);ConformalNL2LTL
Eventually (take a picture at intersection 7 and remain there);F(intersection_7 & photo & Gintersection_7);['photo', 'intersection_7'];F(prop & prop & Gprop);ConformalNL2LTL
Make sure to go to bench 4, take a picture, and remain at that location;F(bench_4 & photo & Gbench_4);['photo', 'bench_4'];F(prop & prop & Gprop);ConformalNL2LTL
Eventually (go to intersection 7, take a picture there, and remain at intersection 7 permanently);F(intersection_7 & photo & Gintersection_7);['photo', 'intersection_7'];F(prop & prop & Gprop);ConformalNL2LTL
Eventually (you need to go to landmark 9 to take a photo and stay there);F(landmark_9 & photo & Glandmark_9);['photo', 'landmark_9'];F(prop & prop & Gprop);ConformalNL2LTL
Eventually, you need to visit bench 4, capture a photo, and stay there permanently;F(bench_4 & photo & Gbench_4);['photo', 'bench_4'];F(prop & prop & Gprop);ConformalNL2LTL
Visit landmark 9, take a picture, and remain there indefinitely;F(landmark_9 & photo & Glandmark_9);['photo', 'landmark_9'];F(prop & prop & Gprop);ConformalNL2LTL
Eventually(Ensure you capture a photo of monument 12 and stay there);F(monument_12 & photo & Gmonument_12);['photo', 'monument_12'];F(prop & prop & Gprop);ConformalNL2LTL
Eventually(Reach bench 4, take a photograph, and continue staying there);F(bench_4 & photo & Gbench_4);['photo', 'bench_4'];F(prop & prop & Gprop);ConformalNL2LTL
Take a photograph of arch 1;F(arch_1 & photo);['photo', 'arch_1'];F(prop & prop);ConformalNL2LTL
Go to statue 5 and capture an image there;F(photo & statue_5);['photo', 'statue_5'];F(prop & prop);ConformalNL2LTL
Capture an image of building 2.;F(building_2 & photo);['photo', 'building_2'];F(prop & prop);ConformalNL2LTL
Go to house 2 and pick up trash can 2;F(house_2 & p_trash_can_2);['house_2', 'p_trash_can_2'];F(prop & prop);ConformalNL2LTL
Take a photograph of landmark 6;F(landmark_6 & photo);['photo', 'landmark_6'];F(prop & prop);ConformalNL2LTL
Go to building 2 and take a picture of it.;F(building_2 & photo);['photo', 'building_2'];F(prop & prop);ConformalNL2LTL
Take a picture of landmark 6;F(landmark_6 & photo);['photo', 'landmark_6'];F(prop & prop);ConformalNL2LTL
Take a picture of arch 1;F(arch_1 & photo);['photo', 'arch_1'];F(prop & prop);ConformalNL2LTL
Make your way to house 2 and pick up trash can 2;F(house_2 & p_trash_can_2);['house_2', 'p_trash_can_2'];F(prop & prop);ConformalNL2LTL
Eventually go to house 2 and pick up trash can 2;F(house_2 & p_trash_can_2);['house_2', 'p_trash_can_2'];F(prop & prop);ConformalNL2LTL
Ensure you take a photo of arch 1;F(arch_1 & photo);['photo', 'arch_1'];F(prop & prop);ConformalNL2LTL
Go to arch 1 and take a picture of it;F(arch_1 & photo);['photo', 'arch_1'];F(prop & prop);ConformalNL2LTL
Eventually take a picture of statue 2, but avoid going to statue 2 until you reach park 5;F(photo & statue_2) & (!statue_2 U park_5);['photo', 'park_5', 'statue_2'];F(prop & prop) & (!prop U prop);ConformalNL2LTL
Do not enter statue 2 until you have reached park 5 and taken a picture;F(photo & statue_2) & (!statue_2 U park_5);['photo', 'park_5', 'statue_2'];F(prop & prop) & (!prop U prop);ConformalNL2LTL
Avoid going to statue 2 until you arrive at park 5 and take a picture of it;F(photo & statue_2) & (!statue_2 U park_5);['photo', 'park_5', 'statue_2'];F(prop & prop) & (!prop U prop);ConformalNL2LTL
Take a picture of statue 2 but do not go to statue 2 until you reach park 5;F(photo & statue_2) & (!statue_2 U park_5);['photo', 'park_5', 'statue_2'];F(prop & prop) & (!prop U prop);ConformalNL2LTL
Eventually take a picture of monument 1, but avoid going to monument 1 until you have reached park 4;F(monument_1 & photo) & (!monument_1 U park_4);['photo', 'park_4', 'monument_1'];F(prop & prop) & (!prop U prop);ConformalNL2LTL
Eventually you need to go to monument 1 to take a picture, but do not visit monument 1 until you arrive at park 4;F(monument_1 & photo) & (!monument_1 U park_4);['photo', 'park_4', 'monument_1'];F(prop & prop) & (!prop U prop);ConformalNL2LTL
Capture the image of monument 1 but refrain from entering monument until you have reached park 4;F(monument_1 & photo) & (!monument_1 U park_4);['photo', 'park_4', 'monument_1'];F(prop & prop) & (!prop U prop);ConformalNL2LTL
Take a picture of monument 1, but do not enter monument 1 until you reach park 4;F(monument_1 & photo) & (!monument_1 U park_4);['photo', 'park_4', 'monument_1'];F(prop & prop) & (!prop U prop);ConformalNL2LTL
