NL;LTL;APs;lifted_lifted;source
if the bar is down or a sensor retrieves data then all the time either a motorbike has started or the escalator speeds up;G((bar_is_down | sensor_retrieves_data) -> G(escalator_speeds_up | motorbike_has_started));['escalator_speeds_up', 'sensor_retrieves_data', 'bar_is_down', 'motorbike_has_started'];G((prop | prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the motorbike catches fire or the escalator speeds up then every time either the bar is down or a sensor retrieves data;G((escalator_speeds_up | motorbike_catches_fire) -> G(bar_is_down | sensor_retrieves_data));['escalator_speeds_up', 'motorbike_catches_fire', 'sensor_retrieves_data', 'bar_is_down'];G((prop | prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time either the engine stops or the table is brown then it is always true that either a motorbike has stopped or the elevator is blocked;G((engine_stops | table_is_brown) -> G(elevator_is_blocked | motorbike_has_stopped));['table_is_brown', 'motorbike_has_stopped', 'elevator_is_blocked', 'engine_stops'];G((prop | prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever a manager handles requests or a table is old then all the time the motorbike falls down or a house collapses;G((manager_handles_requests | table_is_old) -> G(house_collapses | motorbike_falls_down));['motorbike_falls_down', 'table_is_old', 'house_collapses', 'manager_handles_requests'];G((prop | prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever a motorbike catches fire or the escalator speeds up then all the time a motorbike has stopped or the escalator speeds up;G((escalator_speeds_up | motorbike_catches_fire) -> G(escalator_speeds_up | motorbike_has_stopped));['escalator_speeds_up', 'motorbike_catches_fire', 'motorbike_has_stopped'];G((prop | prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
it is always true that a table is old or a car starts after either a sensor captures data or the engine breaks;G((engine_breaks | sensor_captures_data) -> G(car_starts | table_is_old));['car_starts', 'sensor_captures_data', 'table_is_old', 'engine_breaks'];G((prop | prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
always, a semaphore is yellow after either a constructor creates instances or the escalator is blocked;G((constructor_creates_instances | escalator_is_blocked) -> Gsemaphore_is_yellow);['constructor_creates_instances', 'semaphore_is_yellow', 'escalator_is_blocked'];G((prop | prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
if the semaphore is green or the house collapses then it is always the case that the semaphore is yellow;G((house_collapses | semaphore_is_green) -> Gsemaphore_is_yellow);['house_collapses', 'semaphore_is_yellow', 'semaphore_is_green'];G((prop | prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
after the bar has to be repaired or the escalator moves, it is always the case that a semaphore is yellow;G((bar_has_to_be_repaired | escalator_moves) -> Gsemaphore_is_yellow);['bar_has_to_be_repaired', 'semaphore_is_yellow', 'escalator_moves'];G((prop | prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the sensor captures data or the engine breaks then at any time a semaphore is yellow;G((engine_breaks | sensor_captures_data) -> Gsemaphore_is_yellow);['sensor_captures_data', 'semaphore_is_yellow', 'engine_breaks'];G((prop | prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
in any case the semaphore is yellow after either the sensor captures data or a train has been launched;G((sensor_captures_data | train_has_been_launched) -> Gsemaphore_is_yellow);['sensor_captures_data', 'semaphore_is_yellow', 'train_has_been_launched'];G((prop | prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
after the elevator is open or the house is built, eternally, a semaphore is yellow;G((elevator_is_open | house_is_built) -> Gsemaphore_is_yellow);['house_is_built', 'semaphore_is_yellow', 'elevator_is_open'];G((prop | prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
after the house collapses or a table is old, in any case a semaphore is yellow;G((house_collapses | table_is_old) -> Gsemaphore_is_yellow);['table_is_old', 'house_collapses', 'semaphore_is_yellow'];G((prop | prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
after either the manager collect claims or the sensor gathers information, it is always true that the semaphore is yellow;G((manager_collect_claims | sensor_gathers_information) -> Gsemaphore_is_yellow);['manager_collect_claims', 'semaphore_is_yellow', 'sensor_gathers_information'];G((prop | prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
if a motorbike has stopped or the escalator speeds up then at any time a semaphore is yellow;G((escalator_speeds_up | motorbike_has_stopped) -> Gsemaphore_is_yellow);['escalator_speeds_up', 'semaphore_is_yellow', 'motorbike_has_stopped'];G((prop | prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
whenever either the brake is released or the escalator is blocked then always, the semaphore is yellow;G((brake_is_released | escalator_is_blocked) -> Gsemaphore_is_yellow);['semaphore_is_yellow', 'brake_is_released', 'escalator_is_blocked'];G((prop | prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
if the brake is released or the motorbike has started then in any case the semaphore is yellow;G((brake_is_released | motorbike_has_started) -> Gsemaphore_is_yellow);['semaphore_is_yellow', 'brake_is_released', 'motorbike_has_started'];G((prop | prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
every time the bar is down or a sensor retrieves data then at any time a semaphore is yellow;G((bar_is_down | sensor_retrieves_data) -> Gsemaphore_is_yellow);['semaphore_is_yellow', 'sensor_retrieves_data', 'bar_is_down'];G((prop | prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
every time a car starts, a motorbike catches fire and the bar is down;G(bar_is_down & car_starts & motorbike_catches_fire);['car_starts', 'motorbike_catches_fire', 'bar_is_down'];G(prop & prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
all the time a motorbike falls down and together the sensor retrieves data and the bar is closing;G(bar_is_closing & motorbike_falls_down & sensor_retrieves_data);['bar_is_closing', 'motorbike_falls_down', 'sensor_retrieves_data'];G(prop & prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it is always the case that the sensor retrieves data and together a train has arrived and a car starts;G(car_starts & sensor_retrieves_data & train_has_arrived);['car_starts', 'sensor_retrieves_data', 'train_has_arrived'];G(prop & prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
in any case a motorbike is driven, the bar is closing and the engine stops;G(bar_is_closing & engine_stops & motorbike_is_driven);['bar_is_closing', 'motorbike_is_driven', 'engine_stops'];G(prop & prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
eternally, a motorbike has stopped and together a bridge opens and the table has been moved;G(bridge_opens & motorbike_has_stopped & table_has_been_moved);['table_has_been_moved', 'bridge_opens', 'motorbike_has_stopped'];G(prop & prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
in any case a table is old, a semaphore is green and the brake is released;G(brake_is_released & semaphore_is_green & table_is_old);['table_is_old', 'brake_is_released', 'semaphore_is_green'];G(prop & prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it is always the case that the brake is pressed and, at the same time, the motorbike falls down and a sensor retrieves data;G(brake_is_pressed & motorbike_falls_down & sensor_retrieves_data);['brake_is_pressed', 'motorbike_falls_down', 'sensor_retrieves_data'];G(prop & prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it is always true that the train derails and, at the same time, the escalator speeds up and the elevator rises;G(elevator_rises & escalator_speeds_up & train_derails);['escalator_speeds_up', 'train_derails', 'elevator_rises'];G(prop & prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it is always true that a train is crossing and, at the same time, a manager handles requests and the train has arrived;G(manager_handles_requests & train_has_arrived & train_is_crossing);['train_is_crossing', 'manager_handles_requests', 'train_has_arrived'];G(prop & prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it is always the case that the brake is released and together the house is built and the motorbike has started;G(brake_is_released & house_is_built & motorbike_has_started);['house_is_built', 'brake_is_released', 'motorbike_has_started'];G(prop & prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it is always true that a constructor creates instances and, at the same time, the escalator moves and the train has arrived;G(constructor_creates_instances & escalator_moves & train_has_arrived);['constructor_creates_instances', 'escalator_moves', 'train_has_arrived'];G(prop & prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
eternally, the brake is pressed, a table is brown and the semaphore is red;G(brake_is_pressed & semaphore_is_red & table_is_brown);['brake_is_pressed', 'semaphore_is_red', 'table_is_brown'];G(prop & prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it is always true that a train stops and a motorbike falls down;G(motorbike_falls_down & train_stops);['motorbike_falls_down', 'train_stops'];G(prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
eternally, both a semaphore is green and the escalator is blocked;G(escalator_is_blocked & semaphore_is_green);['semaphore_is_green', 'escalator_is_blocked'];G(prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
it is always true that a semaphore is green and the escalator moves;G(escalator_moves & semaphore_is_green);['escalator_moves', 'semaphore_is_green'];G(prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
always, both the train derails and the escalator is blocked;G(escalator_is_blocked & train_derails);['train_derails', 'escalator_is_blocked'];G(prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
forever, both an elevator falls and a house is open;G(elevator_falls & house_is_open);['house_is_open', 'elevator_falls'];G(prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
always, the motorbike falls down and a house collapses;G(house_collapses & motorbike_falls_down);['motorbike_falls_down', 'house_collapses'];G(prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
always, both the car stops and a motorbike has started;G(car_stops & motorbike_has_started);['car_stops', 'motorbike_has_started'];G(prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
every time both the bar is up and the sensor retrieves data;G(bar_is_up & sensor_retrieves_data);['bar_is_up', 'sensor_retrieves_data'];G(prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
all the time the bar is closing and the escalator speeds up;G(bar_is_closing & escalator_speeds_up);['escalator_speeds_up', 'bar_is_closing'];G(prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
eternally, a train has arrived and the table is brown;G(table_is_brown & train_has_arrived);['table_is_brown', 'train_has_arrived'];G(prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
in any case a bridge opens and the train is crossing;G(bridge_opens & train_is_crossing);['train_is_crossing', 'bridge_opens'];G(prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
at any time both the sensor captures data and the house is open;G(house_is_open & sensor_captures_data);['house_is_open', 'sensor_captures_data'];G(prop & prop);NL-to-LTL-Synthetic-Datasetprocessed_data
as the train has arrived, at some point the brake is released and a constructor creates instances;G(train_has_arrived -> F(brake_is_released & constructor_creates_instances));['constructor_creates_instances', 'brake_is_released', 'train_has_arrived'];G(prop -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after a semaphore is yellow, finally, the brake is released and the semaphore is yellow;G(semaphore_is_yellow -> F(brake_is_released & semaphore_is_yellow));['semaphore_is_yellow', 'brake_is_released'];G(prop -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time a train derails then eventually, both the semaphore is green and the engine starts;G(train_derails -> F(engine_starts & semaphore_is_green));['train_derails', 'engine_starts', 'semaphore_is_green'];G(prop -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time the train has arrived then at a certain moment both the sensor captures data and a semaphore is yellow;G(train_has_arrived -> F(semaphore_is_yellow & sensor_captures_data));['sensor_captures_data', 'semaphore_is_yellow', 'train_has_arrived'];G(prop -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever a train derails then it is going to happen that the escalator moves and the train has arrived;G(train_derails -> F(escalator_moves & train_has_arrived));['train_derails', 'escalator_moves', 'train_has_arrived'];G(prop -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after a train has arrived, at some point in time both the train has arrived and a train is crossing;G(train_has_arrived -> F(train_has_arrived & train_is_crossing));['train_is_crossing', 'train_has_arrived'];G(prop -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time a train has arrived then at some point in time the car enters and the constructor instantiate objects;G(train_has_arrived -> F(car_enters & constructor_instantiate_objects));['constructor_instantiate_objects', 'car_enters', 'train_has_arrived'];G(prop -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time the train derails then in the future both a train derails and a constructor instantiate objects;G(train_derails -> F(constructor_instantiate_objects & train_derails));['train_derails', 'constructor_instantiate_objects'];G(prop -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
eventually, a constructor creates instances and the escalator moves after a train has arrived;G(train_has_arrived -> F(constructor_creates_instances & escalator_moves));['constructor_creates_instances', 'escalator_moves', 'train_has_arrived'];G(prop -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after a train has arrived, at some point in time both a car stops and the elevator is blocked;G(train_has_arrived -> F(car_stops & elevator_is_blocked));['car_stops', 'elevator_is_blocked', 'train_has_arrived'];G(prop -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after a semaphore is yellow, in the future the motorbike has stopped and an elevator rises;G(semaphore_is_yellow -> F(elevator_rises & motorbike_has_stopped));['semaphore_is_yellow', 'elevator_rises', 'motorbike_has_stopped'];G(prop -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time a train has arrived then it is going to happen that both the escalator is blocked and the semaphore is red;G(train_has_arrived -> F(escalator_is_blocked & semaphore_is_red));['semaphore_is_red', 'escalator_is_blocked', 'train_has_arrived'];G(prop -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
always when the train has arrived then sooner or later an elevator rises or a sensor gathers information;G(train_has_arrived -> F(elevator_rises | sensor_gathers_information));['elevator_rises', 'sensor_gathers_information', 'train_has_arrived'];G(prop -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
it is going to happen that either a motorbike catches fire or the sensor gathers information after the train has arrived;G(train_has_arrived -> F(motorbike_catches_fire | sensor_gathers_information));['motorbike_catches_fire', 'sensor_gathers_information', 'train_has_arrived'];G(prop -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if a train has arrived then it will happen that the escalator is blocked or the engine stops;G(train_has_arrived -> F(engine_stops | escalator_is_blocked));['escalator_is_blocked', 'engine_stops', 'train_has_arrived'];G(prop -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time the sensor captures data then at some point in time either the bar has to be repaired or the escalator speeds up;G(sensor_captures_data -> F(bar_has_to_be_repaired | escalator_speeds_up));['escalator_speeds_up', 'sensor_captures_data', 'bar_has_to_be_repaired'];G(prop -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time the semaphore is yellow then it is going to happen that either the elevator falls or a motorbike catches fire;G(semaphore_is_yellow -> F(elevator_falls | motorbike_catches_fire));['semaphore_is_yellow', 'elevator_falls', 'motorbike_catches_fire'];G(prop -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after the train has arrived, at a certain moment either a house is open or a constructor instantiate objects;G(train_has_arrived -> F(constructor_instantiate_objects | house_is_open));['house_is_open', 'constructor_instantiate_objects', 'train_has_arrived'];G(prop -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after the train has arrived, at some point the semaphore is red or a car starts;G(train_has_arrived -> F(car_starts | semaphore_is_red));['car_starts', 'semaphore_is_red', 'train_has_arrived'];G(prop -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
as a train derails, sooner or later the brake is released or the train is crossing;G(train_derails -> F(brake_is_released | train_is_crossing));['train_is_crossing', 'train_derails', 'brake_is_released'];G(prop -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time the semaphore is yellow then at some point either the semaphore is broken or the bar has to be repaired;G(semaphore_is_yellow -> F(bar_has_to_be_repaired | semaphore_is_broken));['bar_has_to_be_repaired', 'semaphore_is_yellow', 'semaphore_is_broken'];G(prop -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after a sensor captures data, it will happen that the escalator is blocked or the engine stops;G(sensor_captures_data -> F(engine_stops | escalator_is_blocked));['sensor_captures_data', 'escalator_is_blocked', 'engine_stops'];G(prop -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after the train has arrived, it will happen that either the table has been moved or the house is built;G(train_has_arrived -> F(house_is_built | table_has_been_moved));['house_is_built', 'table_has_been_moved', 'train_has_arrived'];G(prop -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
always when the sensor captures data then it will happen that the motorbike is driven or a semaphore is green;G(sensor_captures_data -> F(motorbike_is_driven | semaphore_is_green));['motorbike_is_driven', 'sensor_captures_data', 'semaphore_is_green'];G(prop -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
as a semaphore is yellow, at some point the sensor captures data;G(semaphore_is_yellow -> Fsensor_captures_data);['sensor_captures_data', 'semaphore_is_yellow'];G(prop -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
after the sensor captures data, sooner or later the train has arrived;G(sensor_captures_data -> Ftrain_has_arrived);['sensor_captures_data', 'train_has_arrived'];G(prop -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the train derails then it will happen that the train has arrived;G(train_derails -> Ftrain_has_arrived);['train_derails', 'train_has_arrived'];G(prop -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
sooner or later the train derails after the train has arrived;G(train_has_arrived -> Ftrain_derails);['train_derails', 'train_has_arrived'];G(prop -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
as the train derails, at some point in time the semaphore is yellow;G(train_derails -> Fsemaphore_is_yellow);['train_derails', 'semaphore_is_yellow'];G(prop -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
if the train has arrived then finally, the sensor captures data;G(train_has_arrived -> Fsensor_captures_data);['sensor_captures_data', 'train_has_arrived'];G(prop -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the semaphore is yellow then in the future a train derails;G(semaphore_is_yellow -> Ftrain_derails);['train_derails', 'semaphore_is_yellow'];G(prop -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
whenever a train has arrived then at a certain moment the semaphore is yellow;G(train_has_arrived -> Fsemaphore_is_yellow);['semaphore_is_yellow', 'train_has_arrived'];G(prop -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
if a sensor captures data then finally, a train derails;G(sensor_captures_data -> Ftrain_derails);['train_derails', 'sensor_captures_data'];G(prop -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
as a train derails, it will happen that a sensor captures data;G(train_derails -> Fsensor_captures_data);['train_derails', 'sensor_captures_data'];G(prop -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
after a sensor captures data, at some point the semaphore is yellow;G(sensor_captures_data -> Fsemaphore_is_yellow);['sensor_captures_data', 'semaphore_is_yellow'];G(prop -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
every time the semaphore is yellow then sooner or later a train has arrived;G(semaphore_is_yellow -> Ftrain_has_arrived);['semaphore_is_yellow', 'train_has_arrived'];G(prop -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
after a semaphore is yellow, eternally, both the house is built and the train derails;G(semaphore_is_yellow -> G(house_is_built & train_derails));['train_derails', 'house_is_built', 'semaphore_is_yellow'];G(prop -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if the semaphore is yellow then every time the semaphore is green and the elevator falls;G(semaphore_is_yellow -> G(elevator_falls & semaphore_is_green));['semaphore_is_yellow', 'elevator_falls', 'semaphore_is_green'];G(prop -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if a semaphore is yellow then every time the bar is down and a semaphore is red;G(semaphore_is_yellow -> G(bar_is_down & semaphore_is_red));['semaphore_is_red', 'semaphore_is_yellow', 'bar_is_down'];G(prop -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time the semaphore is yellow then eternally, both the train has been launched and the bar is closing;G(semaphore_is_yellow -> G(bar_is_closing & train_has_been_launched));['bar_is_closing', 'semaphore_is_yellow', 'train_has_been_launched'];G(prop -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time the semaphore is yellow then all the time both a sensor captures data and the motorbike falls down;G(semaphore_is_yellow -> G(motorbike_falls_down & sensor_captures_data));['motorbike_falls_down', 'sensor_captures_data', 'semaphore_is_yellow'];G(prop -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if the semaphore is yellow then in any case the motorbike catches fire and the engine breaks;G(semaphore_is_yellow -> G(engine_breaks & motorbike_catches_fire));['semaphore_is_yellow', 'motorbike_catches_fire', 'engine_breaks'];G(prop -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if the semaphore is yellow then eternally, the escalator moves and the bar is closing;G(semaphore_is_yellow -> G(bar_is_closing & escalator_moves));['bar_is_closing', 'semaphore_is_yellow', 'escalator_moves'];G(prop -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time a semaphore is yellow then in any case both a bridge opens and the constructor creates instances;G(semaphore_is_yellow -> G(bridge_opens & constructor_creates_instances));['constructor_creates_instances', 'semaphore_is_yellow', 'bridge_opens'];G(prop -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the semaphore is yellow then eternally, both the engine stops and a bridge opens;G(semaphore_is_yellow -> G(bridge_opens & engine_stops));['semaphore_is_yellow', 'bridge_opens', 'engine_stops'];G(prop -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if a semaphore is yellow then it is always the case that the bar has to be repaired and the bridge opens;G(semaphore_is_yellow -> G(bar_has_to_be_repaired & bridge_opens));['bar_has_to_be_repaired', 'semaphore_is_yellow', 'bridge_opens'];G(prop -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the semaphore is yellow then always, the motorbike falls down and a table has been moved;G(semaphore_is_yellow -> G(motorbike_falls_down & table_has_been_moved));['motorbike_falls_down', 'table_has_been_moved', 'semaphore_is_yellow'];G(prop -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever a semaphore is yellow then forever, both a table is brown and the car starts;G(semaphore_is_yellow -> G(car_starts & table_is_brown));['car_starts', 'table_is_brown', 'semaphore_is_yellow'];G(prop -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
each time a sensor retrieves data then every time the bar has to be repaired then finally, the train derails;G(sensor_retrieves_data -> G(bar_has_to_be_repaired -> Ftrain_derails));['train_derails', 'bar_has_to_be_repaired', 'sensor_retrieves_data'];G(prop -> G(prop -> Fprop));NL-to-LTL-Synthetic-Datasetprocessed_data
the bar is down implies that every time the brake is released then it will happen that the constructor instantiate objects;G(bar_is_down -> G(brake_is_released -> Fconstructor_instantiate_objects));['constructor_instantiate_objects', 'brake_is_released', 'bar_is_down'];G(prop -> G(prop -> Fprop));NL-to-LTL-Synthetic-Datasetprocessed_data
each time an elevator falls then after an elevator rises, eventually, a house collapses;G(elevator_falls -> G(elevator_rises -> Fhouse_collapses));['house_collapses', 'elevator_falls', 'elevator_rises'];G(prop -> G(prop -> Fprop));NL-to-LTL-Synthetic-Datasetprocessed_data
each time a house is built then eventually, a sensor retrieves data after the semaphore is green;G(house_is_built -> G(semaphore_is_green -> Fsensor_retrieves_data));['house_is_built', 'sensor_retrieves_data', 'semaphore_is_green'];G(prop -> G(prop -> Fprop));NL-to-LTL-Synthetic-Datasetprocessed_data
each time the table has been moved then every time the train stops then at a certain moment the car enters;G(table_has_been_moved -> G(train_stops -> Fcar_enters));['table_has_been_moved', 'car_enters', 'train_stops'];G(prop -> G(prop -> Fprop));NL-to-LTL-Synthetic-Datasetprocessed_data
when a train derails then every time a semaphore is green then at some point a table has been moved afterwards;G(train_derails -> G(semaphore_is_green -> Ftable_has_been_moved));['train_derails', 'table_has_been_moved', 'semaphore_is_green'];G(prop -> G(prop -> Fprop));NL-to-LTL-Synthetic-Datasetprocessed_data
each time a house is built then every time a semaphore is green then sooner or later an elevator is open;G(house_is_built -> G(semaphore_is_green -> Felevator_is_open));['house_is_built', 'semaphore_is_green', 'elevator_is_open'];G(prop -> G(prop -> Fprop));NL-to-LTL-Synthetic-Datasetprocessed_data
the train is crossing involves that sooner or later the table is old after a train stops;G(train_is_crossing -> G(train_stops -> Ftable_is_old));['train_is_crossing', 'table_is_old', 'train_stops'];G(prop -> G(prop -> Fprop));NL-to-LTL-Synthetic-Datasetprocessed_data
each time the bar has to be repaired then after the constructor instantiate objects, at some point a house is built;G(bar_has_to_be_repaired -> G(constructor_instantiate_objects -> Fhouse_is_built));['house_is_built', 'constructor_instantiate_objects', 'bar_has_to_be_repaired'];G(prop -> G(prop -> Fprop));NL-to-LTL-Synthetic-Datasetprocessed_data
when a house is open then as a sensor captures data, sooner or later the motorbike has stopped afterwards;G(house_is_open -> G(sensor_captures_data -> Fmotorbike_has_stopped));['house_is_open', 'sensor_captures_data', 'motorbike_has_stopped'];G(prop -> G(prop -> Fprop));NL-to-LTL-Synthetic-Datasetprocessed_data
a motorbike catches fire involves that if the elevator rises then it will happen that a house is open;G(motorbike_catches_fire -> G(elevator_rises -> Fhouse_is_open));['house_is_open', 'motorbike_catches_fire', 'elevator_rises'];G(prop -> G(prop -> Fprop));NL-to-LTL-Synthetic-Datasetprocessed_data
when an elevator is blocked then every time the constructor creates instances then sooner or later the engine starts afterwards;G(elevator_is_blocked -> G(constructor_creates_instances -> Fengine_starts));['constructor_creates_instances', 'engine_starts', 'elevator_is_blocked'];G(prop -> G(prop -> Fprop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the semaphore is yellow then every time a bridge opens or a motorbike has started;G(semaphore_is_yellow -> G(bridge_opens | motorbike_has_started));['semaphore_is_yellow', 'bridge_opens', 'motorbike_has_started'];G(prop -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if the semaphore is yellow then it is always the case that a semaphore is green or the sensor retrieves data;G(semaphore_is_yellow -> G(semaphore_is_green | sensor_retrieves_data));['semaphore_is_yellow', 'sensor_retrieves_data', 'semaphore_is_green'];G(prop -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever a semaphore is yellow then eternally, a motorbike falls down or a house collapses;G(semaphore_is_yellow -> G(house_collapses | motorbike_falls_down));['motorbike_falls_down', 'house_collapses', 'semaphore_is_yellow'];G(prop -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time the semaphore is yellow then it is always the case that a constructor creates instances or the escalator is blocked;G(semaphore_is_yellow -> G(constructor_creates_instances | escalator_is_blocked));['constructor_creates_instances', 'semaphore_is_yellow', 'escalator_is_blocked'];G(prop -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if the semaphore is yellow then always, either the sensor captures data or the train has been launched;G(semaphore_is_yellow -> G(sensor_captures_data | train_has_been_launched));['sensor_captures_data', 'semaphore_is_yellow', 'train_has_been_launched'];G(prop -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
it is always the case that a car stops or the brake is released after the semaphore is yellow;G(semaphore_is_yellow -> G(brake_is_released | car_stops));['car_stops', 'semaphore_is_yellow', 'brake_is_released'];G(prop -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time the semaphore is yellow then at any time either the manager collect claims or the sensor gathers information;G(semaphore_is_yellow -> G(manager_collect_claims | sensor_gathers_information));['manager_collect_claims', 'semaphore_is_yellow', 'sensor_gathers_information'];G(prop -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time a semaphore is yellow then at any time the elevator is open or a house is built;G(semaphore_is_yellow -> G(elevator_is_open | house_is_built));['house_is_built', 'semaphore_is_yellow', 'elevator_is_open'];G(prop -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
