Requirement,Ground Truth,Response
"{'in the future either the elevator falls or the bar is up and, in the future the bar is closing or the brake is pressed afterwards'}",G!(bar_is_up | elevator_falls) | F((bar_is_up | elevator_falls) & F(bar_is_closing | brake_is_pressed)),F(elevator_falls | bar_is_up) & F(bar_is_closing | X brake_is_pressed)
{'( prop_1 ) until at some time ( prop_2 )'},prop_1 U Fprop_2,prop_1 U prop_2
"{'as either the bar is down or the house is open, eventually, a semaphore is broken and the motorbike catches fire'}",G((bar_is_down | house_is_open) -> F(motorbike_catches_fire & semaphore_is_broken)),((bar_is_down | house_is_open) -> F (semaphore_is_broken & motorbike_catches_fire))
"{'after either the bar has to be repaired or the elevator rises, at some point either the motorbike is driven or the semaphore is green'}",G((bar_has_to_be_repaired | elevator_rises) -> F(motorbike_is_driven | semaphore_is_green)),F((bar_has_to_be_repaired | elevator_rises) & F(motorbike_is_driven | semaphore_is_green))
{'it is going to happen that the engine breaks or the bar is closing after both an elevator rises and a train is crossing'},G((elevator_rises & train_is_crossing) -> F(bar_is_closing | engine_breaks)),F((elevator_rises & train_is_crossing) -> (engine_breaks | bar_is_closing))
"{'first, in the future the constructor creates instances and a motorbike has stopped, and then, sooner or later the table has been moved and a train derails'}",G!(constructor_creates_instances & motorbike_has_stopped) | F(constructor_creates_instances & motorbike_has_stopped & F(table_has_been_moved & train_derails)),F((constructor_creates_instances & motorbike_has_stopped) & F(table_has_been_moved & train_derails))
"{'as the escalator moves or the train has arrived, sooner or later the sensor captures data and a motorbike has started'}",G((escalator_moves | train_has_arrived) -> F(motorbike_has_started & sensor_captures_data)),(escalator_moves | train_has_arrived) -> F(sensor_captures_data & motorbike_has_started)
{'a semaphore is red involves that every time a sensor retrieves data then sooner or later a constructor instantiate objects'},G(semaphore_is_red -> G(sensor_retrieves_data -> Fconstructor_instantiate_objects)),semaphore_is_red -> G(sensor_retrieves_data -> F constructor_instantiate_objects)
"{'in any case the semaphore is red, the train has been launched and the manager collect claims'}",G(manager_collect_claims & semaphore_is_red & train_has_been_launched),G(semaphore_is_red -> (train_has_been_launched & manager_collect_claims))
"{'Whenever neither get_help nor deliver the vase to the loading_dock holds, idle eventually holds.'}","G(!(""deliver(vase,loading_dock)"" & get_help) -> Fidle)","G(!(get_help | ""deliver(vase,loading_dock)"") -> F idle)"
{'when possible ( prop_1 ) and never ( prop_2 )'},F(prop_1 & G!prop_2),F(prop_1) & G(!prop_2)
{'whenever ( prop_1 ) and whenever ( prop_2 )'},F(prop_1 & Fprop_2),G(prop_1) & G(prop_2)
"{'as the table is brown and the bridge closes, finally, the semaphore is yellow'}",G((bridge_closes & table_is_brown) -> Fsemaphore_is_yellow),(table_is_brown & bridge_closes) -> F semaphore_is_yellow
"{'if either a train has arrived or a constructor instantiate objects then eventually, both the train has been launched and the train stops'}",G((constructor_instantiate_objects | train_has_arrived) -> F(train_has_been_launched & train_stops)),(train_has_arrived | constructor_instantiate_objects) -> F (train_has_been_launched & train_stops)
"{'In case that ( prop_1 ) , or ( prop_3 ) , then all of the following conditions hold : simultaneously ( prop_2 ) .'}",G((prop_1 | prop_3) -> prop_2),(prop_1 | prop_3) -> prop_2
"{'at a certain moment a constructor creates instances or a motorbike is driven and, at some point in time a car stops or a motorbike has started afterwards'}",G!(constructor_creates_instances | motorbike_is_driven) | F((constructor_creates_instances | motorbike_is_driven) & F(car_stops | motorbike_has_started)),(F(constructor_creates_instances | motorbike_is_driven)) & (F(car_stops | X motorbike_has_started))
{'it should not happen that the motorbike has stopped or the manager collect claims or a car enters'},G!(car_enters | manager_collect_claims | motorbike_has_stopped),!(motorbike_has_stopped | manager_collect_claims | car_enters)
"{'as the escalator speeds up and a motorbike falls down, at a certain moment either a sensor retrieves data or the bridge closes'}",G((escalator_speeds_up & motorbike_falls_down) -> F(bridge_closes | sensor_retrieves_data)),(escalator_speeds_up & motorbike_falls_down) & F(sensor_retrieves_data | bridge_closes)
{'it is going to happen that both a car enters and the constructor instantiate objects after the brake is released or the engine breaks'},G((brake_is_released | engine_breaks) -> F(car_enters & constructor_instantiate_objects)),F((brake_is_released | engine_breaks) -> (car_enters & constructor_instantiate_objects))
{'when possible ( prop_1 ) and at any time ( prop_2 )'},F(prop_1 & Fprop_2),F(prop_1) & G(prop_2)
"{'If either (prop_4) or (prop_3) happens, then wait until (prop_1) is equivalent to (prop_2) .'}",(prop_3 | prop_4) U (prop_1 <-> prop_2),((prop_4 | prop_3) -> (prop_1 U (prop_1 <-> prop_2)))
{'Retrieve bottle 3 from store 1 and place it in hospital 2.'},F(shop_1 & F(p_bottle_3 & F(hospital_2 & pd))),F(pd & p_bottle_3 & shop_1) & F(pd & p_bottle_3 & hospital_2)
"{'as the manager collect claims and the bar is up, it will happen that either the car enters or the motorbike is driven'}",G((bar_is_up & manager_collect_claims) -> F(car_enters | motorbike_is_driven)),(manager_collect_claims & bar_is_up) -> F(car_enters | motorbike_is_driven)
"{'first, it is going to happen that the train has arrived or the escalator moves, and then, it will happen that either the bridge closes or the escalator is blocked'}",G!(escalator_moves | train_has_arrived) | F((escalator_moves | train_has_arrived) & F(bridge_closes | escalator_is_blocked)),F((train_has_arrived | escalator_moves) & F(bridge_closes | escalator_is_blocked))
"{'it is going to happen that both the constructor creates instances and a sensor captures data and, sooner or later either the engine stops or the constructor instantiate objects afterwards'}",G!(constructor_creates_instances & sensor_captures_data) | F(constructor_creates_instances & sensor_captures_data & F(constructor_instantiate_objects | engine_stops)),F((constructor_creates_instances & sensor_captures_data) & F(engine_stops | X constructor_instantiate_objects))
"{'If it is not the case that at some point ( prop_1 ) happens and continues to happen until ( prop_3 ) is detected , then ( prop_2 ) .'}",!(prop_1 U prop_3) -> prop_2,!(F(prop_1 U prop_3)) -> prop_2
"{'each time a train is crossing then as the elevator rises, it is going to happen that a motorbike catches fire'}",G(train_is_crossing -> G(elevator_rises -> Fmotorbike_catches_fire)),G((train_is_crossing & elevator_rises) -> F motorbike_catches_fire)
"{'as a table is brown or a train derails, it will happen that the semaphore is red and the brake is released'}",G((table_is_brown | train_derails) -> F(brake_is_released & semaphore_is_red)),(table_is_brown | train_derails) -> F(semaphore_is_red & brake_is_released)
{'if a car enters or the bar is up then at some point the motorbike falls down and the escalator speeds up'},G((bar_is_up | car_enters) -> F(escalator_speeds_up & motorbike_falls_down)),(car_enters | bar_is_up) -> F (motorbike_falls_down & escalator_speeds_up)
"{'If avoid the inactive_debris holds and record injured_civilian holds next, then get_help holds in the step after that.'}","G((""avoid(inactive_debris)"" & X""record(injured_civilian)"") -> XXget_help)","(""avoid(inactive_debris)"" & X ""record(injured_civilian)"") -> XX get_help"
"{'as the escalator speeds up or the semaphore is broken, at some point a house collapses and the motorbike falls down'}",G((escalator_speeds_up | semaphore_is_broken) -> F(house_collapses & motorbike_falls_down)),(escalator_speeds_up | semaphore_is_broken) -> F(house_collapses & motorbike_falls_down)
{'at some point both the semaphore is yellow and the bar is up after a sensor gathers information or the train derails'},G((sensor_gathers_information | train_derails) -> F(bar_is_up & semaphore_is_yellow)),F((sensor_gathers_information | train_derails) -> (semaphore_is_yellow & bar_is_up))
"{'the car enters involves that after the semaphore is green, eventually, an elevator is open'}",G(car_enters -> G(semaphore_is_green -> Felevator_is_open)),car_enters -> G(semaphore_is_green -> F elevator_is_open)
{'at the yellow_room through the blue_room'},F(blue_room & Fyellow_room),yellow_room & F blue_room
{'go through the yellow or red_room to reach the blue_room'},F((red_room | yellow_room) & Fblue_room),F(blue_room) & (!blue_room U (yellow_room | red_room))
"{'Try (prop_1) and then achieve (prop_3), but if (prop_2) or (prop_4) happens, then stop .'}",(prop_1 -> prop_3) U (prop_2 | prop_4),(prop_1 U prop_3) & G((prop_2 | prop_4) -> !F prop_3)
"{'after either the table is old or the brake is pressed, finally, either a car enters or the escalator speeds up'}",G((brake_is_pressed | table_is_old) -> F(car_enters | escalator_speeds_up)),(table_is_old | brake_is_pressed) -> F (car_enters | escalator_speeds_up)
"{'when the train is crossing then as the table has been moved, it is going to happen that the elevator is blocked afterwards'}",G(train_is_crossing -> G(table_has_been_moved -> Felevator_is_blocked)),G((train_is_crossing & table_has_been_moved) -> X elevator_is_blocked)
"{'after both the bar has to be repaired and the engine stops, it will not happen that a sensor captures data and the brake is released'}",G((bar_has_to_be_repaired & engine_stops) -> G!(brake_is_released & sensor_captures_data)),F((bar_has_to_be_repaired & engine_stops) -> G(!(sensor_captures_data & brake_is_released)))
"{'when whenever ( prop_1 ) , ( prop_2 )'}",Fprop_1 -> prop_2,G(prop_1 -> prop_2)
{'when possible ( prop_1 ) and never ( prop_2 )'},F(prop_1 & G!prop_2),F(prop_1) & G(!prop_2)
"{'If (prop_2) happens and causes (prop_3), then (prop_4) should be equivalent to (prop_1) .'}",(prop_2 -> prop_3) -> (prop_1 <-> prop_4),(prop_2 & F prop_3) -> (prop_4 <-> prop_1)
{'if both a table is old and a constructor creates instances then it is going to happen that a sensor gathers information or a table has been moved'},G((constructor_creates_instances & table_is_old) -> F(sensor_gathers_information | table_has_been_moved)),(table_is_old & constructor_creates_instances) -> F(sensor_gathers_information | table_has_been_moved)
"{'as both the escalator moves and a train has arrived, it is going to happen that the table is brown and a bridge closes'}",G((escalator_moves & train_has_arrived) -> F(bridge_closes & table_is_brown)),(escalator_moves & train_has_arrived) -> F(table_is_brown & bridge_closes)
"{'after both a house is open and the bar is closing, at some point both the constructor instantiate objects and an elevator rises'}",G((bar_is_closing & house_is_open) -> F(constructor_instantiate_objects & elevator_rises)),F((house_is_open & bar_is_closing) & F(constructor_instantiate_objects & elevator_rises))
"{'each time a train derails then after a motorbike has stopped, at some point in time the table is old'}",G(train_derails -> G(motorbike_has_stopped -> Ftable_is_old)),G((train_derails & F motorbike_has_stopped) -> F table_is_old)
"{'In the case ( prop_2 ) , then the following condition is true : ( prop_3 ) , or instantly ( prop_1 ) .'}",G(prop_2 -> (prop_1 | prop_3)),prop_2 -> (prop_3 | X prop_1)
"{'as a bridge closes or a car starts, in the future a manager collect claims and the engine breaks'}",G((bridge_closes | car_starts) -> F(engine_breaks & manager_collect_claims)),(bridge_closes | car_starts) -> F(manager_collect_claims & engine_breaks)
"{""( prop_1 ) or don't ( prop_2 )""}",prop_1 | !Fprop_2,prop_1 | !prop_2
{'always ( prop_1 ) until whenever ( prop_2 )'},G(prop_1 U Fprop_2),(G prop_1) U prop_2
"{'eventually, the table is old or a train is crossing after the table is brown or a train derails'}",G((table_is_brown | train_derails) -> F(table_is_old | train_is_crossing)),F((table_is_old | (table_is_brown | train_derails) -> X train_is_crossing))
{'the car starts implies that if a train is crossing then it will happen that the car enters'},G(car_starts -> G(train_is_crossing -> Fcar_enters)),car_starts -> (train_is_crossing -> F car_enters)
"{'When ( prop_1 ) , and ( prop_2 ) then the following condition holds : after a time in the future , ( prop_3 ) .'}",G((prop_1 & prop_2) -> FGprop_3),G((prop_1 & prop_2) -> F prop_3)
{'sooner or later both the escalator moves and a semaphore is yellow after both a train is crossing and an elevator rises'},G((elevator_rises & train_is_crossing) -> F(escalator_moves & semaphore_is_yellow)),F((train_is_crossing & elevator_rises) -> X(escalator_moves & semaphore_is_yellow))
"{'if either the bar has to be repaired or the bar is up then always, either a motorbike falls down or a house collapses'}",G((bar_has_to_be_repaired | bar_is_up) -> G(house_collapses | motorbike_falls_down)),(bar_has_to_be_repaired | bar_is_up) -> G(motorbike_falls_down | house_collapses)
"{'after either the motorbike is driven or a bridge closes, eventually, a train has arrived'}",G((bridge_closes | motorbike_is_driven) -> Ftrain_has_arrived),F((motorbike_is_driven | bridge_closes) -> F train_has_arrived)
{'if both the engine breaks and a train has arrived then at some point either a table is brown or a train derails'},G((engine_breaks & train_has_arrived) -> F(table_is_brown | train_derails)),(engine_breaks & train_has_arrived) -> F(table_is_brown | train_derails)
"{'first, in the future the elevator is open or a train derails, and then, it will happen that a manager handles requests or a motorbike has started'}",G!(elevator_is_open | train_derails) | F((elevator_is_open | train_derails) & F(manager_handles_requests | motorbike_has_started)),F(elevator_is_open | train_derails) & F(manager_handles_requests | motorbike_has_started)
{'if either the bar has to be repaired or a motorbike falls down then it never happens that both a motorbike falls down and the semaphore is red'},G((bar_has_to_be_repaired | motorbike_falls_down) -> G!(motorbike_falls_down & semaphore_is_red)),((bar_has_to_be_repaired | motorbike_falls_down) -> G !(motorbike_falls_down & semaphore_is_red))
{'it is going to happen that both the bar is down and the brake is released after either the elevator rises or the sensor gathers information'},G((elevator_rises | sensor_gathers_information) -> F(bar_is_down & brake_is_released)),F((elevator_rises | sensor_gathers_information) -> (bar_is_down & brake_is_released))
{'at a certain moment the escalator is blocked or a train stops after both a sensor captures data and the escalator speeds up'},G((escalator_speeds_up & sensor_captures_data) -> F(escalator_is_blocked | train_stops)),F(escalator_is_blocked | (sensor_captures_data & escalator_speeds_up) -> X train_stops)
{'if both a semaphore is yellow and a train is crossing then it will happen that either the escalator speeds up or the engine starts'},G((semaphore_is_yellow & train_is_crossing) -> F(engine_starts | escalator_speeds_up)),(semaphore_is_yellow & train_is_crossing) -> F(escalator_speeds_up | engine_starts)
"{'as a motorbike falls down and the train stops, in the future either the semaphore is green or the bar is down'}",G((motorbike_falls_down & train_stops) -> F(bar_is_down | semaphore_is_green)),(motorbike_falls_down & train_stops) -> F(semaphore_is_green | bar_is_down)
{'it should not happen that a train has been launched or the table is old or a manager handles requests'},G!(manager_handles_requests | table_is_old | train_has_been_launched),!(train_has_been_launched | table_is_old | manager_handles_requests)
